,original_glcm_Idm,original_glszm_LargeAreaHighGrayLevelEmphasis,original_shape_SurfaceVolumeRatio,original_gldm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_ngtdm_Busyness,original_glcm_InverseVariance,original_glrlm_RunLengthNonUniformity,original_glcm_Imc1,original_gldm_DependenceEntropy,original_glszm_ZoneEntropy,original_glcm_JointEnergy,original_shape_LeastAxisLength,original_gldm_DependenceNonUniformity,original_glrlm_LongRunEmphasis,original_glcm_Id,original_glcm_Correlation,original_ngtdm_Coarseness,original_glrlm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glrlm_ShortRunEmphasis,original_glcm_JointEntropy,original_glszm_GrayLevelNonUniformity,original_shape_MajorAxisLength,original_shape_MinorAxisLength,original_firstorder_Uniformity,original_glcm_Idn,original_gldm_LargeDependenceEmphasis,original_glcm_Idmn,original_firstorder_Kurtosis,original_glrlm_RunEntropy,original_shape_Sphericity,original_glrlm_RunVariance,original_shape_VoxelVolume,original_glrlm_RunLengthNonUniformityNormalized,original_firstorder_Entropy,original_shape_Maximum2DDiameterRow,original_glcm_MaximumProbability,original_glcm_SumEntropy,original_shape_Maximum2DDiameterSlice,original_shape_MeshVolume,original_glcm_MCC,original_glrlm_RunPercentage,original_shape_Maximum3DDiameter,original_shape_SurfaceArea,original_shape_Maximum2DDiameterColumn,original_glcm_Imc2
Patient 2,1.078436564642588,0.9616157103171192,1.1156631317232446,1.0585311431688145,1.1138433728354116,1.4601397269921244,1.0771315512794444,0.9393550139739103,0.9498891027633012,0.9844033411738732,0.9822254664994763,1.2518341228955632,1.0558794199709174,0.9006946273878284,1.0122662173381773,1.0541514748135792,0.9693893196201004,1.0462499192252221,1.0539179802365246,1.1319850461089338,0.9970424186973741,0.9686944090429149,1.0267030791580638,1.0028948464804281,0.9570291781474969,1.114354864951451,0.9884360174016397,1.057180994590619,0.9954574562293678,0.9406372805854865,0.973798028416891,0.9137611256683991,1.0737053096891576,0.9499048824031409,0.9926869574749738,0.9686656164397083,0.9694146202118364,1.1458871034109992,0.9706277517563855,0.9931047645968643,0.9438494429921451,0.9601294975218585,0.9960854927880033,1.0051607192971022,1.053018024349175,0.9119755184282188,0.9811183452728541
Patient 20,0.986585405025533,1.2280164205984363,1.0572613561405495,0.7861013494662836,0.8753281878682153,0.7674237462209073,0.9864502006617597,0.9015990378596649,1.1874845095740307,1.0246991773159406,1.0017711044613555,0.8549058049268659,0.960119198045205,0.9041753884650173,0.997404207227237,0.9869509891162874,1.0689698833849033,1.2046278525925327,0.7871387790498656,0.8942930701712094,1.0010038883973833,1.0255338929705202,0.8333510669877229,0.9787667750346194,0.9691160716686034,0.8751533148433162,1.001668424631752,1.00244833942254,1.000289027374016,0.9842109266840382,1.034106025176287,0.9802052951086986,0.9898052164843876,0.898244173071759,1.0025968774454312,1.037966993286631,0.9852900387235827,0.9782770621717953,1.035575770508627,0.9601843356149018,0.8984662971706489,1.0768885945922502,1.0011048985778734,0.981768538791141,0.9499136965972375,0.9740757308442421,1.052202722157711
Patient 21,1.061030732146666,1.0883824154699298,0.9914489094998676,1.1454281104012418,1.1251492453876855,1.2218902610828384,1.0655477341314468,1.0015974555081264,0.9558336508104388,0.9851095172196841,0.9854897573869545,1.243284162405448,1.004885184473633,0.9736026661524452,1.0163214305812351,1.0429553465299224,0.9805817776191192,0.9460698075045078,1.1362737322594267,1.1080474149068322,0.9964735708662404,0.9679427166189486,1.0636669985972775,1.0186906967824527,0.9984151999520058,1.1286662244588714,1.00025227203104,1.0854958357039155,1.0002754278122166,1.0494404660506529,0.9732487727269363,1.0036601601685637,1.0918336521945258,1.0148510526772578,0.9915573126403879,0.9672246841245518,1.0,1.2336871230605744,0.968845633180181,1.0,1.014913261837326,0.9827203703153131,0.9950858998613255,1.0,1.0062346455819982,1.0,0.9773047459083729
Patient 22,1.0420493609748105,0.7442975677681878,0.9996053502810935,1.0391889207869363,1.039360472345086,1.2721532385725676,1.0224962839366196,0.9803204669629759,1.010425479831151,1.0070395571577666,0.9862564014226579,1.072189470144036,1.0004207581570563,0.9460208877916804,1.0216745217170546,1.0278406405291036,1.0149541304945688,0.9896746700549152,1.0321528300273872,1.053977811787203,0.9946813518533483,0.9876208557495382,0.9778024652847322,0.9998727583494458,0.9999461452878273,1.038755025970465,0.998684274942278,1.1211543868643132,0.9992952913898504,1.052464158977726,0.9941450210526622,1.0002603649479962,1.0894396170928733,1.0004177107510412,0.9871565034248488,0.9878244568011157,1.0,1.1695211199798032,0.9926357395862772,1.0,1.0004032647675456,1.0075086267257582,0.9926684776672678,1.0,1.0000084571717722,1.0,1.000527685244166
Patient 23,1.1394301462193404,1.7826705123648394,0.9789746843908275,1.3630240688112578,1.2902479556471547,1.600679131090367,1.125331432125619,1.0011929077958763,0.8822536404313439,0.9757811239165648,0.9684845860357612,1.6280712484501172,1.0017926452926633,0.8963755734885113,1.0468663824469178,1.0905935654476353,0.9473095324925478,0.8494339231615178,1.3247807153234474,1.127171872692302,0.9895560925100857,0.9395343653822676,1.0136981920714532,1.0058506219033299,0.9933377028284774,1.3079942360581018,0.9965188876569964,1.2890206108335194,0.9986220946316657,1.1179665381192845,0.9516576669602472,1.0074868192579989,1.2550533715446204,1.0420719294981031,0.9749431910391037,0.933903280051371,1.0193266712045048,1.6022056219359235,0.9357217625826555,1.0,1.0422394124724033,0.9624528283144536,0.9852526529237986,1.0,1.0203260024268646,1.0,0.9466491921150133
Patient 24,0.9533571580352643,1.0065400360620393,0.9966192858807945,1.1699297981686196,1.160978925707464,0.7219321796357404,0.9639768798275474,1.0263389190587269,0.7482609038350819,0.9650040774953896,0.9779625640064713,1.1312134354879952,1.000141250957935,1.0627378143014314,0.9791369553979294,0.969330043285665,0.9000470110920519,0.8308852491034662,1.1776944722202998,1.1343791363048483,1.0048912734163427,0.9800951057478577,1.2024772643576083,1.0008795064010592,1.0060930957956662,1.1611996756467138,1.0084597952327672,0.8885446973002115,1.0022429949396627,1.8331242267175127,0.9603430239521554,1.0008811236054749,0.908343927371398,1.0075182083054637,1.0118440671853266,0.9609558327553089,1.0,1.1233895038745552,0.957240247093449,1.0,1.0075454396224819,1.0352632424670196,1.006833639072816,1.0,1.0041392155568185,1.0,0.9080581675979155
Patient 25,0.9800761935817528,0.7362153651645766,1.017839604921399,0.9804485042208083,1.0051958059036763,1.0352765023866526,0.9780028813903583,0.9861594137210405,0.9457152016477516,0.9953306527102492,0.9920772459377545,0.9557317391966005,0.9900058698092101,0.9931775368857567,0.9935000163120954,0.9885868337862194,0.9681840502985463,1.0007030563814956,0.987898579497899,1.0189781303901542,1.0014128286240547,0.9967564192625291,1.0132504328178653,1.0050183412658646,1.0022027085957148,0.9995567726141655,0.9961975253122101,0.9608712326894797,0.9988958230605653,0.9915778924067505,0.9923564116196586,0.9887695835827837,0.9643237445180414,0.9808832763227359,1.0034005623359576,0.9935872350591349,1.0042410069146237,0.8706804876565803,0.9910980649000102,1.0,0.9810173133499284,0.9736070182779237,1.0020267604504303,1.0,0.9985182714603967,1.010868288133135,0.9863530603317601
Patient 26,1.041093400495272,1.2100314062099446,0.9997445755501716,0.9986045023254834,0.9865255204956159,1.1375620492611394,1.0375436136428184,0.998930100356664,1.003763816466816,1.006600362425752,0.9901203250167272,1.0049625136392297,1.0177002998130065,0.9610512380501841,1.0140086077700707,1.023257847818542,0.9771298796335464,1.0449690672963399,0.9939188443869783,1.0096801634696888,0.9965267573908504,0.9997268594252647,0.9973032490392707,0.9841218007133902,1.0097012158620964,0.9863235694674397,0.9919753218547921,1.0997528217753765,0.9968161322288396,0.8893075134752025,1.0018588773609622,0.9961332396429311,1.0663325995219,1.0124512172898452,0.99151688183051,0.998544131132293,0.9934495449562605,1.0050522397585784,1.0008493501642604,1.0,1.012466198372589,0.9660221179279213,0.9951553665689217,0.9926104226340187,1.0122075905250172,1.026487442965643,0.9992283927929304
Patient 28,0.9249844271426417,0.7133243548898279,1.0018621318175165,1.0447292229668046,1.0416097131851954,1.0582291391053453,0.9201463740729325,1.0257918532249615,0.8655742859414276,0.9853245845960387,0.9850923121043826,0.9436441635404164,0.9945105050716563,1.0696376035576305,0.9817555742023499,0.9511711942736277,0.9435941505463866,0.8958232904349407,1.055808785504062,1.0752357006988,1.004756693085119,1.0041358554917441,1.167839739516469,1.0046146597271466,1.0014251602662108,1.0371752637681182,0.9938540753052048,0.8871609666497005,0.9983817158674025,0.998361777161729,0.9861788633236166,0.9957404027730731,0.9062214208050733,1.007283221075637,1.0119668049477752,0.9904581697284331,1.0,0.8018140088932756,0.9905445236397171,1.0,1.0072510474537786,0.945918400349289,1.0062824313555656,1.0,1.0091266811446542,1.0217631818970982,0.9676144207602306
Patient 29,1.0491837410378533,1.0035592280526981,1.0,1.0783024704467694,1.0754254221676804,1.284005661303048,1.037864260960909,0.9886843487434567,0.9698495635127312,0.9938286323255994,0.9988255953154448,1.1693712440279005,1.0,0.9538087397840469,1.0108176990822655,1.0339604063492305,0.9839255032485765,0.9713786162012361,1.0712465773526025,1.0422280361924816,0.9970475532947114,0.980580878192516,0.9880615999707154,1.0,1.0,1.0783024534106738,0.9989408274148341,1.091590008468022,0.9994785260479732,1.023281099003289,0.9859803794029974,1.0,1.0690149979707801,1.0,0.9925825476161193,0.981718378881542,1.0,1.24631169374019,0.9816027374223609,1.0,1.0,0.9740763925801181,0.9961102401996171,1.0,1.0,1.0,0.9860884786165846
Patient 3,1.1559550694240486,1.1310801906089019,1.000901649128968,1.16310689112419,1.1533814029597347,1.5465368820294614,1.1446620609328284,0.9619838620418332,1.0394879652152613,0.9976482655482052,1.0000728373411059,1.3924553620463695,1.0003739955477025,0.8777159009865455,1.046653969280917,1.1015106027043673,1.0191806603269717,1.0163394605434504,1.1370547306670271,1.0750449152844592,0.9898254816070802,0.9586051875355756,0.9096722429353215,1.0001094884769495,1.0000485733367848,1.1626945765952923,0.9984157598474078,1.2949599285625777,0.9991068413341125,1.0417498259311428,0.9761333395343464,0.9989880347097486,1.271263809793725,1.000354609970019,0.9755912778540204,0.9611880267688271,1.0,1.50598406626476,0.9661782327854944,1.0,1.000333759778518,1.027265377837402,0.9854515582391264,1.0,1.001235710152303,1.0,0.9981387433861972
Patient 30,0.886015550033876,1.1979027694602449,0.9648600536837486,0.8155551920075154,0.8148821083852561,0.7635898847739182,0.8947272463439412,1.0282126489212284,0.9953771422900376,1.0215214612942678,1.0144633005465216,0.6931161928639494,0.9930714993640404,1.1069144973419867,0.9725687847308656,0.9111606021076311,0.9960964450024642,1.0163649681974354,0.8240695885868675,0.8217349240522833,1.006828621737909,1.0578635107666632,0.9367159221186658,0.9214291709162906,1.0335869226884322,0.8139272183370613,0.9976695422484232,0.8564126624241537,0.9983699330567927,1.0281768130304465,1.0461497769293797,1.0358701380102173,0.8530682341006066,1.0020001538225687,1.0169365793277836,1.0566524368555816,0.8744746321777497,0.8614168039941517,1.0515035248046771,0.9222996426363781,1.0015925360487745,0.9978941196106883,1.009250541866087,0.8612782085071586,0.9663966292535452,0.9954613986511726,1.007434223363248
Patient 31,0.9002504951433796,0.8146821375748343,1.0259005516281554,0.8692681832299742,0.9154354395049877,0.7784075156030666,0.9137380717400494,0.9845008167288615,0.9401442692224676,0.9965878332836158,0.9984054261057983,0.8230270561716779,0.9826363485947377,1.0597956783176035,0.9621786547925602,0.9307894198077971,0.9744839213409412,1.0399090532958515,0.8807080152114002,0.903996415705629,1.009827982171201,1.0336712753606254,1.0131271170950893,0.9965290192798344,0.9850658865588249,0.9154579701865253,1.0012983077023652,0.8214562543597649,1.0004979905838698,1.0057150324383035,1.0162403214590154,0.9918769941908883,0.8480996820289143,0.9495446001951477,1.023766640760417,1.0289277563663952,1.0,0.806229151797351,1.0233744936480007,0.9887337050848399,0.9490973464101307,0.9782248187623385,1.0131552157839856,0.9961040300919527,0.9736794908974233,0.9912558879203307,0.9895837891347693
Patient 32,0.9536352364627079,0.7378238764170478,1.0294364855932159,0.8813115956318704,0.9390260621316513,1.0513852236582688,0.9503082607072435,0.9542721770602826,1.0099473262296248,1.0026408402481641,1.0084089439052615,0.8973003866742059,0.9872098247766904,0.9771507188061808,0.9862492755668824,0.9682437733896745,1.0046884529024775,1.0674177558679971,0.8869872005162908,0.931702439813146,1.0040866787014724,1.017087160116333,0.947133495123571,0.9930366239223569,0.9754367014414166,0.9380510341999319,0.9908080334825243,0.9374077764645693,0.9970853242697489,0.9581747700428106,1.0122854529041254,0.9919461279205007,0.9517200502258696,0.9395134778947141,1.010049357967398,1.0184347130395843,1.016492440014341,0.8483652220229291,1.0154709281358871,0.9743327584782512,0.9391545623275654,1.0080317547940398,1.0053867894843962,1.001248595919549,0.9667999712283296,1.016492440014341,1.0059087389880295
Patient 33,1.0393359125499024,1.3007837237634128,1.005920537985838,1.1059138710575536,1.1078481416255224,1.0519050057382981,1.040779523412486,0.9853323936596022,0.935155669642851,0.9875199387510889,0.9928085834137621,1.204550874754886,0.9894016915731467,0.9580136427117989,1.0085091979034477,1.0259738523186817,0.9767511339674911,0.9564163305270661,1.0972347203502801,1.0577853357880835,0.997888624424449,0.9813294268335848,1.0144570567047249,1.002791568115834,1.0005878565009487,1.113448209818237,0.9998766978134158,1.0524768919917216,0.99992025959761,1.067781342727582,0.9821058275550048,0.9963801864223759,1.0488928365164236,0.9932333225764798,0.9948236163520303,0.9781456648871997,1.0,1.1506839888604068,0.9784787205891362,1.010309550764797,0.9931931781582758,0.9742258359271123,0.9971591888685798,1.0,0.9990734145364748,0.990019478693136,0.9805584083826282
Patient 34,1.0925981164369367,1.3716517692456052,0.9919096679549912,1.1520495556208836,1.117347479428834,1.0058912550325774,1.0795681060700895,1.003061172904762,1.017014296168481,0.9972840305727245,0.9961081639451999,1.234339306437186,0.9947792431207909,0.9439684975701602,1.03247313994012,1.06203341440115,0.9955589623283737,0.9603015374299017,1.1409035166410524,1.106089712111087,0.9926144188431828,0.9690844312071552,1.021801741201642,1.0094004506638246,1.0077374903841245,1.1165557090224927,1.004344229027648,1.1923316496570528,1.0013419868903224,1.0229629876018165,0.9798578214516109,0.9975365703038335,1.1682115426075492,1.0317886724854848,0.9822112462862223,0.9703014142342904,1.0067927281883677,1.2525741142139242,0.9744436204575487,1.0,1.032279148367251,1.0009338840693298,0.9896200756159611,1.0024730067658578,1.02392766601007,0.9940662966362492,0.9972796210151629
Patient 35,1.2121501596774698,4.67599745328593,1.0102019295751108,1.1662569643819203,1.172420014294605,0.9970820266536773,1.1721979353643797,0.9125433558050439,1.094810019662098,1.0126434716177293,0.9974530256007815,1.5091552975603963,1.0000705556651481,0.7880774192398734,1.0881367083353286,1.1362447141753216,1.01129972992922,1.1020723996947464,1.1210478634810734,1.088263010656224,0.9802543552414245,0.9483823942605792,0.8331561909534788,0.9943613388288319,1.001417731827681,1.1865110334815874,0.9999819339019747,1.500815930200553,0.9995855965494843,1.0001300056540952,0.9826635540786752,0.9956240435571218,1.4208124040588221,0.9829297339608478,0.9537207543124382,0.9576534749685043,1.023546314931048,1.6032032704896004,0.9622266958959661,1.0100811363025288,0.9828546306563608,1.0201921401255019,0.972701675540154,1.015415562882513,0.9928816457354689,0.9782335477362241,1.0099169313697152
Patient 36,0.9985530997508827,0.9495339703379775,0.9954570693263033,0.9554760184520147,0.9598754087434885,0.8879045576860389,0.9935100854033809,0.9948474598713177,1.0750368523652776,1.006227453552456,1.0096883896677313,0.9386687127759384,0.9917468699250022,0.9947609794614887,1.00070259277463,0.9985121244857118,1.0306194663646433,1.040005348573466,0.9565074907664228,0.9878569751185368,0.9993179958815543,1.0098579137834702,0.9732537181118209,0.9980483892260237,1.0044802971834106,0.9583122327703157,1.0027135273965455,1.0015027874532976,1.0008789110488652,0.9737565785841436,1.0107364838539283,1.0055504706184888,0.9953802392943757,0.9970404098419823,0.9983323437210369,1.0117087009396692,0.9865096460400496,1.0385673627146301,1.0140291112162474,1.0,0.997058809538164,1.0292930022718685,0.9994256873291267,0.9855136146148628,0.9925292387837709,1.0048876146496364,1.0272510152498586
Patient 37,1.0422602543605277,1.1890625694740062,0.9942580749321006,1.0081255473867616,0.9963022883624862,1.002099336127688,1.0319503593744153,0.9966717582156871,1.0754881071358693,1.0094125910997653,1.0015938745940078,1.0338794902854236,1.0070522866377363,0.9689894252616691,1.0160625301957342,1.0279127513828634,1.026772187814211,1.0293352131005313,1.003282804580412,1.0209853590285956,0.99578131158036,0.9951752296871749,0.9873039049861272,0.9890996385333873,1.0018326660633348,0.9955100936341489,0.9963628534941467,1.0954878620493447,0.9986557169914153,0.9824428014948697,1.0041045089894474,1.0015306776709754,1.0697910835411988,1.0126723519011998,0.9897605023846073,1.000368818176056,1.0,1.0526567264502302,1.0017346826728628,1.0,1.0127677168362361,1.0271913958300387,0.9943873881125884,1.0,1.0069524812118484,1.0,1.019264053338417
Patient 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patient 39,1.0767527676974828,1.2999812431687636,0.9981955406868788,1.1055707959062275,1.0993894948460674,1.172576731523022,1.070620498278998,0.9793018076074589,0.9868538782716858,0.9955389645087922,0.9925410339356238,1.1922227363397713,0.9963515123992354,0.9453071451407018,1.0286363284694577,1.0515751142544565,0.9910879911725172,0.9871257984909578,1.0937570399933307,1.0963317886492676,0.9933389201408589,0.9702503514392815,1.0252337458839482,0.9983419475298626,1.0060089539015167,1.1010784766998643,1.0009868818547376,1.1708243316139721,1.0004378070980438,0.9036510492313524,0.9783876033916311,1.0004451291164123,1.1317367525536588,1.0040799100257114,0.9840915881315785,0.9696453666998365,1.0,1.1420601151274774,0.973583150578509,1.0,1.004091542447576,0.9876815424611066,0.9908682732528973,1.0,1.0022796958468974,1.0,0.9890936795520527
